Co_Code,Co_Name,_Operating_Expense_Rate,_Research_and_development_expense_rate,_Cash_flow_rate,_Interest_bearing_debt_interest_rate,_Tax_rate_A,_Cash_Flow_Per_Share,_Per_Share_Net_profit_before_tax_Yuan_,_Realized_Sales_Gross_Profit_Growth_Rate,_Operating_Profit_Growth_Rate,_Continuous_Net_Profit_Growth_Rate,_Total_Asset_Growth_Rate,_Net_Value_Growth_Rate,_Total_Asset_Return_Growth_Rate_Ratio,_Cash_Reinvestment_perc,_Current_Ratio,_Quick_Ratio,_Interest_Expense_Ratio,_Total_debt_to_Total_net_worth,_Long_term_fund_suitability_ratio_A,_Net_profit_before_tax_to_Paid_in_capital,_Total_Asset_Turnover,_Accounts_Receivable_Turnover,_Average_Collection_Days,_Inventory_Turnover_Rate_times,_Fixed_Assets_Turnover_Frequency,_Net_Worth_Turnover_Rate_times,_Operating_profit_per_person,_Allocation_rate_per_person,_Quick_Assets_to_Total_Assets,_Cash_to_Total_Assets,_Quick_Assets_to_Current_Liability,_Cash_to_Current_Liability,_Operating_Funds_to_Liability,_Inventory_to_Working_Capital,_Inventory_to_Current_Liability,_Long_term_Liability_to_Current_Assets,_Retained_Earnings_to_Total_Assets,_Total_income_to_Total_expense,_Total_expense_to_Assets,_Current_Asset_Turnover_Rate,_Quick_Asset_Turnover_Rate,_Cash_Turnover_Rate,_Fixed_Assets_to_Assets,_Cash_Flow_to_Total_Assets,_Cash_Flow_to_Liability,_CFO_to_Assets,_Cash_Flow_to_Equity,_Current_Liability_to_Current_Assets,_Liability_Assets_Flag,_Total_assets_to_GNP_price,_No_credit_Interval,_Degree_of_Financial_Leverage_DFL,_Interest_Coverage_Ratio_Interest_expense_to_EBIT,_Net_Income_Flag,_Equity_to_Liability,Default
2302,Hind.Organ.Chem.,9910000000,0,0.482016054,0.000292029,0,,0.161406944,0.02196928,0.847829795,0.217545029,5390000000,0.000414642,0.262694361,0.375991953,0.061554254,0.01818183,0.63052013,0.001452685,0.006300062,0.160493175,0.065967016,0.017548416,0.00036035,3940000000,0.000198202,0.017258065,0.380396192,0.042013487,0.15718899,0.096176943,0.029212367,0.04975287,0.354524275,0.27726742,0.083804567,0.009447561,0.919642997,0.001987446,0.023517812,0.000181566,8810000000,0.000147879,0.172086748,0.650651173,0.463794447,0.584092996,0.315403725,0.004608493,0,0.015659092,0.624402109,0.02676113,0.565011037,1,0.094287994,0
4397,Ricoh India,0.000240524,6320000000,0.458711826,0.00029603,0,0.310780222,0.133614521,0.021931874,0.847249056,0.217230577,58600000,0.000365806,0.262280968,0.362290898,0.005127597,0.003305107,0.630452665,0.011318724,0.005124705,0.133029183,0.061469265,0.000537673,0.011776259,4890000000,9230000000,0.021290323,0.379095905,0.020139134,0.347873422,0.097387805,0.003746315,0.003106617,0.332881333,0.276033621,0.003921826,0.001203279,0.90736297,0.001947657,0.044063791,0.000296995,0.000225615,0.000166879,0.323791821,0.604106179,0.453220823,0.523477438,0.306475963,0.055643752,0,0.001595266,0.623017481,0.026741101,0.564907851,1,0.021886111,1
24936,Zylog Systems,0.000181318,8270000000,0.466740478,0.00069807,0,0.323265191,0.171499586,0.022091611,0.848042157,0.217585318,7100000000,0.000449129,0.26406664,0.3832849,0.008869239,0.003750529,0.632847153,0.005354782,0.005092725,0.17048488,0.077961019,0.000896797,0.00705158,3800000000,7410000000,0.021935484,0.395162932,0.022058722,0.158136582,0.034103545,0.00382221,0.002380478,0.351186279,0.277860724,0.013381837,0.011003534,0.933857224,0.002282757,0.021415984,0.000188631,8300000000,4940000000,0.570638467,0.641598697,0.458967109,0.602190145,0.314369338,0.032821325,0,0.008674554,0.623326082,0.028414905,0.568210736,1,0.034546412,0
24619,Jai Balaji Inds.,7080000000,0,0.465294448,0.000409041,0.419171981,0.324078659,0.176545906,0.022153354,0.848656035,0.217662453,653000000,0.00045664,0.264427971,0.384793786,0.007077045,0.004907753,0.631602992,0.006421726,0.005746338,0.176133022,0.098950525,0.000612744,0.010317782,0.000128592,0.000288982,0.027258065,0.393919179,0.004921714,0.265651356,0.029627985,0.005113787,0.001659762,0.349262999,0.277898072,0.005423529,0.004202017,0.933731335,0.002321481,0.012679211,0.000141469,0.000107553,3290000000,0.175463434,0.65587713,0.461961867,0.598802564,0.316622165,0.040865425,0,0.006742377,0.623482074,0.027013888,0.56603555,1,0.0305911,0
6927,Mackinnon Macken,7690000000,0,0.482257618,0.000459046,0.142625772,0.322380986,0.183550501,0.022104301,0.848088331,0.217645775,6840000000,0.000452423,0.26430675,0.377854774,0.059410735,0.050214164,0.630656087,0.000574508,0.00682456,0.182572958,0.055472264,0.000919116,0.006885068,5160000000,0.000236784,0.01516129,0.403179485,0.01161911,0.554794472,0.085200545,0.050835949,0.022396747,0.397427656,0.277056438,0.0224674,0,0.951543954,0.00296345,0.006887074,0.000478695,0.00043189,0.000173123,0.126395043,0.579613703,0.383145958,0.603487065,0.308262443,0.00478484,0,0.006383416,0.63933259,0.02680286,0.56521359,1,0.198333011,0
27371,Everonn Educat.,2190000000,0,0.459456648,0.000787079,0.094139083,0.306748249,0.186713866,0.022168304,0.848109447,0.217608838,0.000118462,0.000480571,0.264414761,0.357959838,0.006198421,0.003168486,0.632039972,0.021516702,0.005018142,0.185762763,0.191904048,0.001568381,0.004033012,7240000000,0.000306382,0.068225806,0.395038556,0.006440848,0.368180845,0.007277012,0.003370415,0.000198474,0.335461792,0.282650073,0.007655317,0.003484656,0.936524167,0.002516942,0.009138782,0.000165373,9300000000,515000000,0.349555593,0.645237156,0.45955916,0.529902533,0.315285686,0.046429156,0,0.003911708,0.630445007,0.027347841,0.566896943,1,0.016396473,0
351,LML,2500000000,0,0.463712539,0.000474047,0,0.320258895,0.171876177,0.022501954,0.851192565,0.217655896,6370000000,0.000454769,0.266318546,0.379931821,0.006758793,0.004885294,0.633220435,0.015708697,0.005020061,0.170718649,0.136431784,0.000906942,0.006978998,0.000147126,0.000105153,0.04983871,0.404253635,0.072734732,0.24521702,0.001338461,0.004825684,7660000000,0.343951161,0.278237117,0.005345526,0.03121709,0.907921884,0.002298784,0.011043349,895000000,6770000000,106000000,0.658072482,0.641770624,0.459115965,0.584502251,0.314273317,0.042721306,0,0.009476229,0.624009541,0.02861275,0.568347279,1,0.018656704,1
1083,Samtel Color,8150000000,0,0.468047273,0.000715072,0.166717279,0.328711891,0.179182044,0.022085543,0.848342608,0.217631825,6600000000,0.000471488,0.264163772,0.394089266,0.008491081,0.006310146,0.631737236,0.006606845,0.005696394,0.178176608,0.203898051,0.000785205,0.008047238,0.000191837,0.000625624,0.048548387,0.393478212,0.011236902,0.420747514,0.009089611,0.006784436,0.000427502,0.357853121,0.277336699,0.004761148,0.001352422,0.940269178,0.002327275,0.026468316,9230000000,792000000,488000000,0.174814576,0.643575274,0.459406408,0.634061611,0.314670034,0.034245681,0,0.001192509,0.623812266,0.027164937,0.566474979,1,0.030030569,0
27313,Parabolic Drugs,0.000250237,0.000233455,0.481633577,0.000306031,0.102034619,0.326625168,0.182646682,0.022076045,0.848003254,0.217580848,7370000000,0.000477752,0.26334631,0.39289706,0.017597449,0.015594139,0.630650608,0.002017162,0.006531596,0.181532313,0.071964018,0.000462601,0.01365742,0.000259477,0.000236784,0.018387097,0.394314918,0.003825805,0.408645734,0.229750481,0.016960202,0.027403536,0.386544059,0.277008136,0.001998564,0.000505744,0.942501943,0.002446943,0.025933557,0.000241758,0.000247594,0.000367573,0.129033941,0.708003603,0.488857705,0.647830306,0.321996118,0.016670318,0,0.000400107,0.62436783,0.026801928,0.565209235,1,0.072247527,0
31509,Pradip Overseas,8190000000,0,0.465712153,0.000555056,0.047575666,0.334300064,0.189124049,0.022130645,0.848112494,0.217613348,5550000000,0.000480896,0.264167657,0.401195932,0.008811829,0.000643803,0.631807441,0.010892859,0.005505821,0.188138149,0.065967016,0.002124314,0.002977581,955000000,0.000230732,0.026451613,0.478008186,0.083820489,0.105688848,0.002678153,0.001080286,8550000000,0.353444222,0.278346242,0.020309629,0,0.946275856,0.002834738,0.006435419,0.000460815,5830000000,417000000,0.164587613,0.634706801,0.457970417,0.631137018,0.312888216,0.033030435,0,0.0033697,0.621768873,0.026793303,0.56516861,1,0.022335554,0
5135,Alps Inds.,6090000000,492000000,0.466829387,0.000362036,0.228160745,0.326130013,0.182496046,0.02210566,0.848049569,0.217608792,7080000000,0.000491202,0.264133467,0.390382251,0.009946927,0.007521644,0.631208134,0.006387073,0.005806043,0.181411658,0.167916042,0.001274183,0.004966335,0.000169482,0.000515931,0.041290323,0.398340155,0.006244667,0.474611822,0.127641519,0.007994157,0.006260588,0.354390758,0.277236088,0.00539623,0.003086875,0.937779344,0.002473392,0.013580191,0.000134774,0.000115215,8560000000,0.168264809,0.66251824,0.463352617,0.61901949,0.31766991,0.029338454,0,0.000757526,0.624217186,0.026954953,0.5658346,1,0.030697455,0
2258,Nicco Uco All.,4190000000,0,0.451773567,0.000769077,0.05354793,0.251538516,0.211719515,0.022206705,0.848140798,0.217597061,0.0001017,0.000548897,0.264388341,0.287070154,0.00906331,0.000546484,0.631859153,0.017374771,0.010507584,0.210813664,0.07946027,0.011569091,0.000546502,97400000,0.002144671,0.033387097,0.482282174,0.010198193,0.058869375,0.061903359,0.000463005,0.001699652,0.313163901,0.278375198,0.022551285,0.000787652,0.944908082,0.003891389,0.003323988,0.000579564,3200000000,0.000100862,0.018134495,0.664424051,0.462112184,0.392826909,0.320364317,0.03213595,0,0.006373999,0.618593341,0.026796011,0.565181438,1,0.017854814,0
688,NRC,737000000,0,0.45898023,0.000465047,0,0.314387777,0.135422159,0.022192862,0.848105941,0.217599391,6120000000,0.00033102,0.264110932,0.375423792,0.002554126,0.002277641,0.625582869,0.121796661,0.004984355,0.151029334,0.007496252,0.062631755,0.000100761,0.034518298,378000000,0.017741935,0.370728839,0.621376678,0.021722343,0.023748743,0.002690836,0.006757579,0.340170248,0.276974491,644000000,1,0.912138876,0.001891175,0.00949855,0.000128096,0.00014011,0.000316529,1,0.649389856,0.459877205,0.56038008,0.323143168,0.106007287,0,0.387361107,0.623851962,0.026053196,0.55349435,1,0.011326357,1
3207,Royal Cush. Vin.,0.000150906,3770000000,0.465921844,0.000839084,0.034112764,0.321426045,0.178730135,0.022073896,0.848014324,0.217594164,5710000000,0.000452972,0.263919,0.381859841,0.012753782,0.009824863,0.631290325,0.002000748,0.006640634,0.177754317,0.073463268,0.001115924,0.00566227,0.000132605,0.000338911,0.019354839,0.396033559,0.010521291,0.327387577,0.08724589,0.010373046,0.007957847,0.354180835,0.277159963,0.006499568,0,0.939556717,0.002377497,0.016621076,0.000199259,0.000171443,0.000122128,0.120926424,0.647319436,0.461282945,0.588943805,0.315066732,0.022966816,0,0.021233104,0.624049897,0.02702853,0.566082636,1,0.07272961,0
4144,N K Inds.,8220000000,696000000,0.464613372,0.000609061,0,0.320966259,0.170143858,0.022130155,0.8481068,0.217564468,6960000000,0.000436652,0.263836632,0.379270519,0.009282966,0.005178499,0.634726922,0.006439052,0.005341417,0.169142599,0.071964018,0.001077374,0.005865501,4530000000,0.000117257,0.021612903,0.397333846,0.023776197,0.222370558,0.105395306,0.005143116,0.007055624,0.346589126,0.277615379,0.011040338,0.009512611,0.932134751,0.002237589,0.015668278,0.000221704,0.000127581,0.000162925,0.320706266,0.66936351,0.464752285,0.58821183,0.318768417,0.031391971,0,0.012252876,0.623238156,0.038696445,0.569786438,1,0.030535322,0
4926,Era Infra Engg.,0.000116908,951000000,0.464373485,0.00040404,0,0.321708991,0.165850719,0.0220479,0.847766905,0.20995722,6350000000,0.000435853,0.263731729,0.37988525,0.006378763,0.005614564,0.628353379,0.004876937,0.0050556,0.164897067,0.085457271,0.000718249,0.008815756,0.000332467,6960000000,0.022903226,0.390911558,0.019049056,0.241727203,0.034678875,0.005687793,0.002360869,0.347038635,0.277914449,0.00213996,0.01193825,0.935724729,0.002161525,0.016387898,0.000117396,0.00011182,4380000000,0.630858789,0.643100044,0.459316295,0.58609293,0.31459068,0.045168201,0,0.001477783,0.623948437,0.026332865,0.56129977,1,0.036866095,0
27699,Indus Fila,0.000481857,0,0.463311609,0,0.300840166,0.337695409,0.196053325,0.022128843,0.848022206,0.217586791,6230000000,0.000453072,0.263939203,0.394433888,0.007469555,0.007412472,0.630612252,0.027976728,0.005598841,0.195136113,0.023988006,3650000000,0.168586396,5460000000,0.000165673,0.019516129,0.456559101,0.043679744,0.949804372,0.014749104,0.007576466,0.000345619,0.346271541,0.276985029,8030000000,0,0.937189206,0.002361341,0.015066722,0.001602193,0.001676647,6720000000,0.079683237,0.641504119,0.459110579,0.604942895,0.314028889,0.038787534,0,0.018424687,0.624223994,0.026791157,0.565158396,1,0.014979926,0
36781,Healthfore Tech.,0.000151137,0,0.460288703,0.000173017,0.003846543,,0.179558635,0.022433953,0.850124928,0.217650212,7210000000,0.000475456,0.264258573,0.368363697,0.007521349,0.001653801,0.631229024,0.013950519,0.006657875,0.178003167,0.043478261,0.000525499,0.012018769,783000000,0.00031319,0.020806452,0.4848036,0.064239538,0.168522107,0.011361867,0.001667274,0.000342879,0.337561976,0.278869391,0.01546457,0.001440268,0.934800567,0.002490792,0.009101565,0.000710509,0.000168145,2970000000,0.062891644,0.638363601,0.458621499,0.546772497,0.313493108,0.038528091,0,0.026568636,0.622081846,0.026870228,0.565509179,1,0.019708118,0
27367,Abhishek Corp.,7230000000,0,0.461278445,0.000776078,0.12410163,0.317005022,0.190555095,0.022082272,0.84801723,0.217586403,6070000000,0.000469417,0.263621388,0.371213815,0.010084212,0.000487843,0.633339269,0.014019825,0.011298405,0.189578463,0.055472264,0.00684163,0.000924783,65000000,0.001592428,0.025322581,0.475181475,0.011214936,0.05186545,0.025570171,0.000459155,0.000780287,0.340352724,0.278154279,0.025195998,0.001216575,0.944773824,0.002836511,0.005007431,0.000673069,336000000,4830000000,0.018657448,0.624934937,0.456705964,0.562868865,0.310324107,0.02894738,0,0.00675875,0.62062496,0.026801346,0.565206516,1,0.019662018,0
312,Jenson & Nich.,0.000210112,0.000101701,0.469340647,0.000243024,0,0.324892127,0.16118099,0.022068128,0.847960363,0.217530296,584000000,0.000391285,0.262984202,0.382670169,0.013750971,0.008951486,0.630156436,0.007183177,0.005253264,0.160018098,0.059970015,0.000695931,0.009082176,3970000000,7560000000,0.019516129,0.393421677,0.014460844,0.303525421,0.183254735,0.009110446,0.015841474,0.351315772,0.277281231,0.012331046,0.016407541,0.922609077,0.002102008,0.031347884,0.000285904,0.000198292,0.000317149,0.419346537,0.67023491,0.464598784,0.609697176,0.319112595,0.021315891,0,0.007193045,0.62741724,0.026623804,0.564210277,1,0.028472404,0
751,McNally Bharat,6700000000,0,0.463925585,0.000281028,0.041603401,0.323618872,0.185960684,0.022077341,0.848006924,0.21758041,6060000000,0.00045659,0.264047991,0.378134198,0.00758188,0.002184689,0.631032452,0.008625831,0.005493864,0.185001131,0.062968516,0.001231575,0.005131993,2920000000,0.000133144,0.022580645,0.405474774,0.058294898,0.163484887,0.034444592,0.003185284,0.001956928,0.345358828,0.27835571,0.011703762,0.015211093,0.937401254,0.002588178,0.008352589,0.000237783,0.00010278,5870000000,0.255457187,0.644549506,0.459561521,0.586501336,0.314859703,0.038228815,0,0.03129581,0.622801879,0.026888058,0.565581632,1,0.025468071,0
600,UB Engg.,9460000000,2260000000,0.4627748,0,0,0.31781849,0.172554041,0.02209474,0.847971527,0.217576202,6020000000,0.000443265,0.263703756,0.37664394,0.019369674,0.009403771,0.630624238,0.000481493,0.005134549,0.171540608,0.056971514,0.000785205,0.008061755,0.000119612,4920000000,0.015483871,0.392370141,0.009411961,0.097511233,0.0068658,0.011215112,0.002158787,0.3442525,0.277284132,0.021397092,0,0.934396856,0.002464862,0.006479604,0.000110673,665000000,1290000000,0.64253753,0.551022258,0.333268863,0.566695499,0.305502602,0.015141686,0,0.000693404,0.624060894,0.02679622,0.565182423,1,0.226768964,0
2150,Kalyanpur Cement,0.00013356,0,0.460599045,0.00020102,0,0.314989036,0.172930632,0.022908725,0.848168561,0.217646787,8190000000,0.000454295,0.264501791,0.37027309,0.006673302,0.001293845,0.632547499,0.014395535,0.006140886,0.171751753,0.034482759,0.000671583,0.009410931,726000000,0.00019215,0.017741935,0.396689356,0.073681759,0.134647575,0.023387965,0.001280427,0.000689562,0.338408825,0.280736989,0.014274223,0.001228222,0.93008165,0.002367391,0.005924238,0.000870006,0.000182227,8180000000,0.082777901,0.643427466,0.459344832,0.551501226,0.314685632,0.043248986,0,0.026444824,0.620874041,0.026904056,0.565644763,1,0.019417972,0
